,DROP,Numeric,Binary Values,Range (String),Range (Numeric),Numeric Sum,Numeric Sum,Binary Values,Range,Binary Values,Binary Values,Binary Values,Binary Values,Numeric Value,Range of Grades Received based on GPA
,1683,17,0,1,2,2.727422101,0,1,0,1,0,1,0,3.560791672,0
,1684,18,1,2,3,3.933771165,8,1,3,0,1,0,0,2.528774574,2
,1685,15,1,3,3,1.106647743,15,1,2,0,1,0,0,1.592387858,4
,1686,16,0,0,1,3.962614836,3,0,1,0,0,1,1,2.374130972,3
,1687,16,0,0,2,0.184017953,11,1,0,1,0,0,0,1.81040948,4
,1688,15,0,3,1,12.54516801,0,0,1,0,0,0,0,2.829826431,2
,1689,17,0,2,0,6.327508148,0,1,2,0,0,0,1,3.047602089,1
,1690,16,0,2,2,19.46289423,6,1,3,1,1,0,0,3.62592173,0
,1691,16,1,0,0,3.874341016,17,0,2,0,0,0,1,0.927321545,4
,1692,16,0,1,2,6.916571406,22,0,2,1,0,0,0,1.331958949,4
,1693,15,1,2,1,7.156823173,27,0,4,1,1,0,1,0.779551722,4
,1694,18,0,1,2,0.169029921,22,0,1,1,0,0,0,0.881358447,4
,1695,16,1,0,2,16.78415906,14,1,1,0,0,0,0,2.398121086,3
,1696,18,1,0,1,0.639889203,25,0,2,0,1,0,0,0.758814269,4
,1697,17,1,1,3,18.80359669,29,0,3,1,0,0,0,1.028865596,4
,1698,16,1,0,1,17.84148702,24,0,3,0,1,0,0,1.444476695,4
,1699,16,1,0,2,10.71043832,12,1,2,0,0,0,0,2.214067459,3
,1700,17,1,3,2,10.8719115,15,0,4,0,1,1,0,2.511918088,2
,1701,16,0,0,2,13.07555846,6,0,3,0,0,0,0,2.690149803,2
,1702,18,1,2,4,7.741000239,15,0,0,1,0,0,0,1.605274386,4
,1703,15,0,0,1,12.94444567,12,0,3,1,0,1,1,2.709889487,2
,1704,18,1,1,2,0.895367774,13,0,0,0,1,0,0,1.528563501,4
,1705,15,1,3,2,1.080952547,16,1,3,0,1,0,0,1.778569202,4
,1706,15,0,0,3,9.144608392,11,0,1,1,0,0,0,2.121964059,3
,1707,18,1,0,1,10.99244602,28,0,3,0,0,0,0,0.405904831,4
,1708,18,0,0,2,17.75635281,23,0,2,1,0,0,0,1.123926328,4
,1709,18,0,0,2,2.093212678,23,0,3,0,0,0,0,0.870330411,4
,1710,18,0,2,1,16.45295854,19,0,2,1,1,0,0,1.822829208,4
,1711,17,0,3,2,4.200946746,12,0,3,1,0,0,0,2.231182932,3
,1712,16,1,0,1,7.88167297,23,0,1,0,1,1,0,0.966967717,4
,1713,15,1,0,2,6.332048697,19,0,4,0,1,0,0,1.691858946,4
,1714,18,0,0,3,8.003105457,14,0,3,0,0,0,0,2.069758206,3
,1715,18,1,2,2,3.009909961,23,1,1,1,1,0,0,1.057876127,4
,1716,18,1,0,2,10.07140149,20,0,4,0,0,0,0,1.321427207,4
,1717,17,0,1,2,16.0328518,3,1,2,1,0,0,1,3.516940721,0
,1718,18,1,1,0,8.830680208,21,1,3,0,1,0,1,1.049157002,4
,1719,18,0,1,1,9.812271518,1,0,3,1,0,0,0,3.486141329,1
,1720,18,0,0,2,16.97535171,27,1,0,1,0,0,1,0.586837405,4
,1721,16,1,2,1,14.12116229,17,0,4,0,1,0,0,2.358815897,3
,1722,17,1,0,1,9.80908817,1,0,2,0,0,0,0,3.152222286,1
,1723,18,1,0,2,5.153912964,24,0,1,0,0,0,0,0.587835083,4
,1724,15,0,2,1,17.69853494,14,0,3,1,1,0,1,2.668893329,2
,1725,15,0,2,1,11.54040803,29,0,3,0,0,0,0,0.304372034,4
,1726,15,1,0,2,4.422952202,25,0,0,0,1,0,0,0.280670308,4
,1727,17,1,0,1,5.382395053,18,0,1,1,0,0,0,0.873091197,4
,1728,17,1,0,3,16.06266178,14,0,3,0,0,0,0,2.330783483,3
,1729,15,1,0,3,0.882911242,25,0,0,1,1,1,0,0.318850909,4
,1730,18,0,0,2,19.84184374,19,0,4,0,0,0,0,1.792289321,4
,1731,17,1,0,1,2.607033594,9,0,3,0,1,0,0,2.573219137,2
,1732,15,0,0,2,15.92137051,27,0,2,0,1,0,0,1.084490126,4
,1733,15,0,2,3,7.895506335,23,0,2,1,1,0,1,1.08669668,4
,1734,18,1,1,2,9.844323666,19,0,2,0,0,1,1,1.004112663,4
,1735,16,1,1,1,17.61301155,10,1,2,1,0,0,0,2.824604893,2
,1736,17,1,0,2,8.258223792,25,1,3,0,1,1,1,1.364373782,4
,1737,18,0,3,3,10.74987507,9,0,4,0,0,0,1,2.607286401,2
,1738,15,1,2,2,0.985993248,28,1,2,1,0,1,0,0.568468084,4
,1739,15,1,2,2,0.046949477,22,0,2,0,0,0,1,0.573796193,4
,1740,18,0,2,2,4.89599746,4,0,1,0,0,0,0,2.258071035,3
,1741,17,1,3,2,13.61166186,8,1,3,0,0,0,0,2.840092975,2
,1742,16,0,1,0,2.425297867,19,0,3,1,1,0,0,1.683117263,4
,1743,16,1,0,2,2.275239176,18,1,3,1,0,0,0,1.72090715,4
,1744,15,0,1,0,8.219212161,12,0,0,0,0,0,0,1.537783909,4
,1745,17,1,2,2,12.95674077,17,0,3,0,1,0,0,2.063463508,3
,1746,16,1,2,1,14.24143984,16,0,2,1,0,0,0,1.87854751,4
,1747,17,0,1,2,3.569013482,26,0,3,1,1,0,1,0.863270859,4
,1748,17,0,0,1,1.591762947,5,0,3,0,0,0,0,2.513286133,2
,1749,15,1,0,2,18.80794068,9,0,3,1,1,0,1,2.77216327,2
,1750,16,0,3,2,5.213327651,1,1,2,0,0,0,0,2.888385936,2
,1751,18,0,1,1,17.06692995,23,0,3,0,1,0,0,1.337161049,4
,1752,15,0,1,1,17.26982901,5,0,0,0,0,0,0,2.370611615,3
,1753,16,0,0,1,15.45045184,27,0,3,0,0,1,0,0.854464648,4
,1754,16,1,0,3,3.376672133,27,1,0,0,0,0,0,0.322641827,4
,1755,16,1,2,2,16.43602919,20,0,2,1,1,0,0,1.834226997,4
,1756,16,0,1,2,15.38501118,12,0,1,0,0,0,0,1.990060452,4
,1757,16,0,2,1,11.9344598,17,1,3,0,1,0,0,2.226983394,3
,1758,17,0,0,2,6.744040703,6,0,2,0,0,0,1,2.608386898,2
,1759,15,0,1,3,5.250172085,1,0,3,1,0,0,0,3.406339082,1
,1760,17,1,0,3,2.437784242,28,1,3,1,0,0,0,0.867034374,4
,1761,18,1,2,2,10.19514134,13,1,3,0,1,0,0,2.166091325,3
,1762,16,0,0,0,11.70521751,4,0,1,0,1,0,0,2.422928333,3
,1763,15,0,0,1,7.18677981,17,0,3,0,1,0,0,1.509557878,4
,1764,16,0,1,0,9.507181354,10,1,2,0,1,0,0,2.443857264,3
,1765,15,1,3,1,7.270289147,9,0,0,0,0,0,0,2.003828379,3
,1766,17,0,0,1,12.82012115,10,1,1,0,1,0,0,2.465306489,3
,1767,15,1,2,1,18.02518416,26,0,1,1,0,1,0,0.844792002,4
,1768,18,0,0,1,3.278405241,1,0,0,0,1,0,0,2.731058898,2
,1769,18,1,0,3,7.628176198,14,0,2,0,0,0,0,1.736011489,4
,1770,15,0,0,2,2.817372079,6,1,0,0,1,0,0,2.589670731,2
,1771,15,1,0,3,12.49887541,8,1,2,1,0,0,0,2.742361123,2
,1772,15,0,1,2,14.57741019,4,0,1,0,0,0,0,2.49591944,3
,1773,15,0,0,1,18.63825465,6,1,1,0,0,1,0,2.853437194,2
,1774,18,0,0,2,5.577438525,19,0,4,1,0,0,0,1.591347992,4
,1775,16,1,3,1,19.00422412,1,0,2,0,0,1,0,3.209673328,1
,1776,15,0,0,2,1.265253436,2,1,1,0,1,0,0,3.127617865,1
,1777,15,1,2,1,12.06027727,1,1,2,0,1,1,1,3.453275897,1
,1778,18,1,0,4,1.142654387,20,1,1,1,0,0,0,0.822773567,4
,1779,18,0,1,1,17.87548376,21,1,0,0,0,0,0,1.217335228,4
,1780,17,0,0,1,10.59618114,22,0,0,1,0,0,0,0.762684311,4
,1781,15,0,0,3,13.38696702,18,0,4,0,1,1,0,2.145848671,3
,1782,17,1,0,0,16.63147852,3,1,3,0,0,0,0,3.299131002,1
,1783,18,0,0,2,3.00621245,23,0,3,1,0,1,0,1.170812285,4
,1784,18,1,0,2,0.771831239,19,0,4,0,0,0,1,1.424595653,4
,1785,16,1,1,3,17.57762292,6,0,4,0,0,0,0,2.902659367,2
,1786,15,0,2,4,6.298664549,27,0,3,0,0,1,0,0.691477419,4
,1787,17,0,2,4,2.579578159,21,1,3,1,0,1,1,1.8865425,4
,1788,18,0,1,0,9.369224742,6,0,2,0,0,0,1,2.635341351,2
,1789,18,0,0,3,11.96612151,16,1,1,0,0,0,0,1.500339419,4
,1790,17,0,0,2,0.619412068,18,0,2,0,0,1,0,1.235553816,4
,1791,16,0,0,2,5.497913165,21,0,2,0,0,0,0,0.604613406,4
,1792,18,1,0,1,0.655997486,15,0,4,0,0,0,0,1.388138976,4
,1793,15,1,1,2,8.406707784,2,0,2,0,0,1,0,3.300552206,1
,1794,18,1,1,4,17.90200058,14,0,3,0,0,0,1,2.168641593,3
,1795,15,0,0,3,19.65304823,13,0,2,1,1,0,0,2.79726748,2
,1796,17,1,0,2,12.74095107,14,0,1,0,0,0,0,1.717458615,4
,1797,15,1,2,0,3.232753876,13,0,2,0,1,0,0,1.687900492,4
,1798,17,1,2,1,18.1169878,6,0,2,1,0,0,0,2.952145863,2
,1799,15,1,0,3,10.32495646,24,0,2,1,0,0,0,0.963375009,4
,1800,17,1,3,2,3.074986242,2,0,2,1,0,0,0,3.334971828,1
,1801,15,0,3,2,18.43453339,29,0,1,0,0,0,0,0.443640655,4
,1802,16,0,0,0,15.14938101,16,1,2,1,0,0,0,1.955791739,4
,1803,15,1,0,2,14.63410545,9,0,3,1,1,0,0,2.850351339,2
,1804,15,1,1,2,14.18361408,14,1,2,0,1,0,0,2.370067422,3
,1805,16,1,3,3,4.006796422,28,1,2,0,0,0,0,0.152590779,4
,1806,18,0,2,2,4.220133834,5,0,0,0,0,0,0,2.123043127,3
,1807,18,0,0,1,13.76585997,27,1,1,1,0,1,1,0.922013232,4
,1808,15,1,0,2,4.394455002,16,0,2,0,0,0,1,1.428993238,4
,1809,16,0,1,0,8.773433936,16,1,2,0,1,0,0,1.893440916,4
,1810,15,0,1,4,15.64003651,13,1,2,0,0,0,0,1.939584666,4
,1811,17,1,0,1,15.67905036,23,0,3,1,1,0,0,1.511276997,4
,1812,17,0,2,2,9.065235451,24,0,1,0,0,1,0,0.825604174,4
,1813,15,0,1,1,15.84379877,17,0,0,1,0,0,0,1.764354309,4
,1814,18,1,2,2,16.77243592,24,0,2,1,0,0,0,1.2955949,4
,1815,18,0,2,2,13.09551503,4,0,2,0,0,0,0,2.473717178,3
,1816,15,0,2,2,4.568517046,28,0,2,0,0,1,0,0.019798485,4
,1817,15,1,0,1,5.480235608,7,0,3,0,0,0,0,2.202958506,3
,1818,17,0,1,1,6.296823108,6,0,3,1,0,0,0,3.040025436,1
,1819,18,0,0,1,2.336082155,22,1,1,1,0,0,0,1.069079987,4
,1820,15,1,1,2,5.463192407,3,1,4,1,0,0,0,3.941760022,0
,1821,17,1,0,0,4.190384486,17,0,1,0,0,1,0,1.482595973,4
,1822,18,1,1,2,9.106574996,4,0,3,0,1,0,0,3.042275369,1
,1823,16,0,0,3,18.16875096,15,0,3,0,1,0,0,2.10396651,3
,1824,17,1,0,3,2.089606335,13,0,3,0,0,0,0,1.787522329,4
,1825,18,0,0,2,14.40535848,26,1,1,1,0,0,1,1.100381883,4
,1826,18,1,0,2,13.74566009,26,0,2,0,0,0,0,0.854558289,4
,1827,17,0,2,0,1.915083973,18,0,2,0,1,0,1,1.199651388,4
,1828,16,1,2,2,18.4514481,13,1,1,0,0,0,0,2.591940919,2
,1829,17,1,1,3,11.36944404,8,1,0,0,0,0,1,2.282212745,3
,1830,18,1,0,1,7.274510423,5,0,2,0,0,0,0,2.754877493,2
,1831,15,1,0,2,15.13077167,16,0,2,0,1,0,0,1.921268647,4
,1832,15,0,0,3,5.147309168,18,0,3,1,0,1,0,1.583556496,4
,1833,17,1,0,3,13.87019674,11,0,1,0,0,1,0,1.723385686,4
,1834,18,1,2,1,0.794224151,3,1,3,1,0,0,0,2.876055005,2
,1835,15,0,0,2,16.78816075,15,0,1,0,0,0,0,1.88899193,4
,1836,18,1,0,1,8.96341694,24,0,3,1,1,0,0,1.369369967,4
,1837,17,0,0,1,12.73385829,10,1,2,0,0,0,0,2.550546234,2
,1838,15,1,0,3,4.424756396,21,1,2,1,1,1,1,1.943573341,4
,1839,18,1,1,3,13.54147425,3,1,3,1,0,0,1,3.310401269,1
,1840,15,1,1,2,15.44480552,16,0,1,0,0,0,0,1.418938675,4
,1841,17,0,0,0,9.464263738,7,0,1,0,1,0,0,2.353054655,3
,1842,18,1,0,3,12.35453848,13,0,2,0,0,1,0,1.752886206,4
,1843,15,1,0,2,9.126518476,26,0,1,1,0,1,0,0.513962989,4
,1844,17,1,0,1,17.88182739,1,0,2,0,0,0,0,3.021954868,1
,1845,15,0,0,2,9.95738361,10,0,1,0,1,0,1,1.834749448,4
,1846,15,0,3,0,16.83617418,10,0,3,0,0,0,0,2.275700147,3
,1847,16,1,1,2,16.02704117,23,1,3,1,1,0,1,1.767646785,4
,1848,16,0,1,2,8.210096427,21,0,0,1,0,1,0,1.353723074,4
,1849,17,1,0,1,4.601689837,23,1,3,0,1,0,0,1.034201169,4
,1850,16,1,0,1,8.121642651,5,0,2,0,0,0,0,2.758341831,2
,1851,17,1,1,1,16.52434752,20,1,2,1,0,0,0,1.789966874,4
,1852,16,1,1,0,4.552650716,20,0,2,1,0,0,0,1.223973607,4
,1853,15,1,2,2,10.48872692,13,1,3,0,1,0,1,2.443619105,3
,1854,17,1,0,3,16.12193496,29,0,2,0,1,1,0,0.362957003,4
,1855,17,1,1,0,7.069549503,9,0,3,1,0,0,0,2.251753922,3
,1856,15,0,0,0,12.84419274,25,1,1,0,0,0,0,0.900041692,4
,1857,17,0,2,2,4.912631481,26,0,4,0,0,0,0,0.656616923,4
,1858,17,0,1,3,2.185588907,7,0,3,1,0,0,0,2.186426951,3
,1859,16,0,1,1,15.8876845,6,1,1,0,0,1,1,2.883136266,2
,1860,17,0,0,1,1.979372468,7,1,3,1,0,0,0,2.877853698,2
,1861,18,0,1,2,5.427627902,27,0,2,0,0,0,0,0.01206349,4
,1862,15,0,0,1,17.10218844,7,0,1,1,0,0,0,2.583738163,2
,1863,16,1,0,0,6.929385742,22,0,1,0,1,0,0,1.161554531,4
,1864,16,1,0,2,19.46090699,1,0,0,1,0,0,0,3.301690513,1
,1865,18,1,1,2,19.5946867,26,1,3,0,0,0,0,1.505172773,4
,1866,15,1,0,2,5.365520409,15,0,2,0,0,0,0,1.385696221,4
,1867,15,0,0,2,0.819564445,8,0,2,0,0,0,1,2.240923949,3
,1868,16,0,2,2,14.10126568,12,1,1,1,0,0,0,2.116723382,3
,1869,17,1,0,1,9.019730053,22,0,2,0,0,0,1,1.036656834,4
,1870,16,1,1,1,2.015056879,11,0,2,0,0,0,0,1.617460207,4
,1871,15,0,0,1,14.15045638,26,0,3,0,0,0,0,0.865945542,4
,1872,18,1,0,1,0.623498182,21,0,4,0,1,0,0,1.320245987,4
,1873,16,1,2,2,17.40393381,24,0,2,1,0,0,1,1.259764683,4
,1874,15,1,0,3,2.773050582,28,0,2,1,0,0,0,0.081573184,4
,1875,16,1,0,4,2.546237575,16,0,2,0,1,1,0,1.689673085,4
,1876,17,0,1,2,3.513445959,26,0,3,0,0,0,1,0.46042165,4
,1877,16,1,1,1,19.20532717,1,0,1,1,0,0,0,3.577043897,0
,1878,16,1,1,1,13.86338721,12,0,2,1,0,0,0,2.087872127,3
,1879,15,0,0,3,16.02743071,0,0,3,1,0,0,0,3.369584362,1
,1880,15,0,0,2,7.952699715,25,0,0,0,0,0,0,0,4
,1881,15,1,2,2,6.72625455,27,0,1,0,0,0,0,0.094651592,4
,1882,16,0,1,2,4.689680136,18,0,3,0,1,0,0,1.405315628,4
,1883,17,1,2,2,9.612960566,10,0,1,0,0,0,0,1.87826418,4
,1884,18,1,2,3,11.03657467,4,0,2,1,0,0,0,2.87190477,2
,1885,18,0,2,0,12.63549687,0,1,2,0,0,0,0,3.70794804,0
,1886,15,1,0,2,5.14237008,19,0,2,0,0,1,0,1.174868091,4
,1887,15,1,0,3,18.97308162,29,1,1,1,0,0,0,0.995449642,4
,1888,16,1,2,1,3.395169964,12,1,4,0,1,0,0,2.528711257,2
,1889,18,1,0,2,19.3130635,7,0,0,1,1,0,0,2.59683449,2
,1890,15,0,0,1,0.29712245,5,0,3,0,0,0,0,2.460606774,3
,1891,17,0,2,4,9.622513836,28,1,0,0,0,0,0,0.547780724,4
,1892,17,1,2,0,6.667356762,16,0,2,0,1,0,0,1.803054427,4
,1893,15,0,0,2,8.982468279,11,1,1,0,0,0,0,2.309975848,3
,1894,15,1,0,1,11.41329158,0,0,1,0,0,0,0,3.093363943,1
,1895,18,1,0,2,8.71178316,2,0,1,0,0,0,0,2.615900724,2
,1896,18,1,2,1,8.296937006,13,0,2,0,1,0,0,2.276918318,3
,1897,16,1,3,1,14.65446831,25,0,2,1,0,0,0,1.051531526,4
,1898,18,1,0,2,13.7175255,7,0,1,0,1,0,0,2.747706159,2
,1899,17,0,0,3,16.66542564,10,0,4,0,0,0,0,2.621670104,2
,1900,17,1,2,1,4.999179625,26,1,1,0,0,0,0,0.243298094,4
,1901,15,0,0,1,12.1905702,13,1,2,0,0,0,0,2.194706521,3
,1902,18,0,1,2,11.70389571,7,0,1,0,0,0,1,2.639906488,2
,1903,16,1,3,2,7.394756217,28,1,2,0,1,0,0,0.833493418,4
,1904,17,1,0,3,9.721150838,2,1,3,0,0,0,0,3.402401591,1
,1905,17,1,1,1,6.275642866,6,1,2,0,0,1,0,2.616291695,2
,1906,16,1,0,2,2.836887952,27,0,1,0,0,0,0,0.339715385,4
,1907,16,1,0,1,4.276024213,18,1,1,1,0,0,1,1.69772878,4
,1908,17,0,2,1,2.110272928,3,0,3,0,0,0,0,2.356856807,3
,1909,17,1,0,2,13.6613915,24,0,1,0,0,0,0,0.84562484,4
,1910,16,1,3,2,13.21454786,15,1,2,1,0,1,0,2.246545273,3
,1911,17,0,1,2,19.01212743,12,0,1,1,1,0,0,2.478699183,3
,1912,15,0,0,1,14.59356827,19,0,1,1,0,1,1,1.374288283,4
,1913,15,1,0,2,1.040916775,18,1,1,0,1,0,0,1.355381045,4
,1914,16,0,0,2,17.68490348,4,0,3,1,0,0,0,3.06049075,1
,1915,18,1,0,4,17.25350326,22,1,3,1,0,0,0,1.556957122,4
,1916,16,0,0,1,8.866406415,4,1,2,1,0,0,0,3.219531248,1
,1917,16,0,0,1,11.71726101,19,0,1,0,1,0,0,1.150153548,4
,1918,18,1,0,1,19.52156665,23,0,2,0,0,1,1,1.321429302,4
,1919,18,0,2,2,10.64608728,3,1,2,1,1,0,0,3.491326588,1
,1920,18,0,1,1,18.10643657,1,0,2,0,0,1,1,3.869586724,0
,1921,15,0,2,3,1.660775156,25,1,0,0,0,0,1,0.170463613,4
,1922,17,0,0,1,3.821037374,12,1,4,0,0,0,0,2.19738729,3
,1923,15,0,0,3,8.815098869,29,0,2,0,0,0,0,0.021155583,4
,1924,17,0,1,1,11.69513617,15,0,4,0,0,1,0,2.386799507,3
,1925,15,1,0,2,16.32455704,21,1,0,0,1,0,0,1.361031288,4
,1926,17,1,0,3,19.7652423,1,0,1,1,1,0,0,3.51068089,0
,1927,15,0,2,1,7.777029929,18,0,1,0,1,0,0,1.43737075,4
,1928,18,1,2,4,0.948312723,16,1,3,0,1,1,0,1.804417459,4
,1929,16,1,1,2,16.02343007,4,1,2,1,1,0,0,3.262269864,1
,1930,15,1,0,3,12.08761438,24,0,3,0,1,0,0,1.169658238,4
,1931,17,0,2,2,3.970857177,17,0,3,0,0,0,0,1.401550934,4
,1932,18,1,1,1,9.896569132,27,0,3,0,0,1,0,0.549601825,4
,1933,15,0,2,1,14.84620491,22,1,3,0,0,0,0,1.516508268,4
,1934,15,1,2,1,15.40823574,20,1,3,0,0,0,0,2.032219512,3
,1935,18,0,2,0,9.99236824,17,1,3,1,1,0,0,2.289299775,3
,1936,15,0,1,1,6.104290603,7,0,2,1,0,0,0,2.086687741,3
,1937,16,1,0,1,19.47485164,26,1,3,1,0,0,1,1.66766699,4
,1938,15,1,1,2,13.26725222,14,1,3,0,0,0,0,2.595889051,2
,1939,16,0,1,2,8.164750387,12,0,2,0,0,0,0,1.950769177,4
,1940,16,1,2,1,5.609264484,12,0,4,0,0,0,0,2.102541899,3
,1941,18,1,0,1,14.62205966,15,1,0,0,0,0,0,1.3791672,4
,1942,15,1,0,2,4.843668912,21,0,2,0,0,0,0,0.67219968,4
,1943,18,0,2,1,3.434199779,19,0,1,1,0,1,0,1.141638567,4
,1944,15,0,2,0,10.59667778,12,0,1,0,0,0,1,1.621012115,4
,1945,15,1,3,1,5.799747853,19,0,3,0,0,0,1,1.122110973,4
,1946,17,1,2,3,12.5781029,1,0,4,0,0,0,0,3.402044108,1
,1947,15,1,1,3,2.358773497,2,0,3,0,0,0,0,2.683854739,2
,1948,18,0,1,1,13.09882209,14,1,4,1,0,1,0,2.996856279,2
,1949,16,0,2,2,5.66593056,22,1,1,1,1,0,0,1.284865711,4
,1950,15,1,1,2,0.004858689,18,1,1,0,0,0,0,1.201053303,4
,1951,17,1,1,2,2.538721153,12,0,2,0,1,0,0,1.978021718,4
,1952,18,1,0,2,18.67230756,4,1,3,1,1,0,1,3.83669864,0
,1953,15,1,0,2,17.34709278,25,1,0,1,1,0,0,1.179903407,4
,1954,18,1,2,1,4.672180641,21,0,4,1,0,0,0,1.54005946,4
,1955,17,1,0,0,15.56743809,5,0,3,0,0,0,1,3.158858262,1
,1956,17,0,0,2,12.17143186,13,0,4,0,0,0,1,1.752496836,4
,1957,18,1,0,3,19.41809423,3,1,2,0,0,0,0,3.045113482,1
,1958,15,0,0,2,7.472113191,21,0,2,0,1,1,0,1.165603946,4
,1959,16,1,0,3,13.62921225,18,1,3,1,0,0,0,1.785760791,4
,1960,17,1,0,4,1.270714448,22,0,3,0,1,0,0,0.841108717,4
,1961,15,0,3,1,7.924946936,6,0,1,0,1,0,0,2.397182558,3
,1962,15,0,1,2,19.27635322,3,1,4,0,0,0,0,3.576909015,0
,1963,16,0,0,2,10.77961749,1,0,3,1,0,1,0,3.225158275,1
,1964,17,0,0,4,5.757590067,26,0,0,0,0,0,0,0,4
,1965,17,1,1,4,2.405419263,6,1,1,0,0,1,0,2.806697764,2
,1966,15,0,0,2,14.0705668,2,1,2,1,0,0,0,3.42183767,1
,1967,15,1,2,1,12.89712087,14,0,2,0,1,0,1,2.105309279,3
,1968,16,0,1,2,7.478774272,0,0,3,0,0,0,0,3.160902091,1
,1969,16,1,2,1,19.01882704,1,0,0,0,0,0,0,2.99354156,2
,1970,17,1,0,2,0.44405626,9,1,3,1,0,0,0,2.490220426,3
,1971,18,1,1,3,6.074477033,15,0,3,1,0,1,0,2.13083278,3
,1972,17,1,0,1,18.42138973,24,0,1,1,0,0,1,0.838464873,4
,1973,15,1,3,2,6.418708766,27,0,2,1,0,1,0,0.676771033,4
,1974,17,1,1,2,5.045056677,14,1,1,1,0,0,0,1.735956512,4
,1975,18,0,0,2,10.6844082,23,1,1,1,0,0,0,1.254572618,4
,1976,16,1,0,1,16.476035,14,1,2,0,0,0,0,1.922688235,4
,1977,18,0,0,2,2.062935218,13,0,4,1,0,0,0,2.19199842,3
,1978,18,0,1,3,18.86041419,21,1,1,0,1,1,0,1.757523486,4
,1979,18,1,0,3,15.90145762,13,0,2,1,0,0,0,1.92410232,4
,1980,16,0,1,1,3.625005111,5,0,1,1,0,0,0,2.80797413,2
,1981,18,1,0,3,14.24015922,13,1,1,0,0,0,0,2.138772677,3
,1982,18,0,1,2,7.699174453,16,0,2,0,0,1,0,1.363841047,4
,1983,18,1,2,1,8.045893562,17,0,3,0,1,0,0,1.722726052,4
,1984,15,0,2,0,15.66580185,19,1,0,0,1,0,0,1.192108472,4
,1985,18,1,2,1,19.25569616,18,0,4,0,0,0,0,1.53478239,4
,1986,16,1,0,3,2.533117457,29,0,0,0,1,0,0,0.115243211,4
,1987,18,1,0,2,8.412604738,16,0,3,0,1,0,0,1.562359564,4
,1988,18,1,1,2,9.618832162,15,0,3,1,0,0,0,2.096032625,3
,1989,16,0,0,1,7.526236339,7,1,2,0,1,0,0,3.009238323,1
,1990,18,1,0,2,7.263782474,6,0,1,0,0,0,0,2.071108065,3
,1991,16,0,0,0,1.045373351,19,1,2,0,0,1,0,1.747356452,4
,1992,18,0,0,1,13.71077241,27,0,3,1,1,0,0,1.079867369,4
,1993,16,0,0,2,8.724288342,11,0,3,0,0,1,0,2.271400211,3
,1994,18,1,2,1,3.895876053,8,0,2,0,1,0,0,2.117233031,3
,1995,18,0,0,3,16.32067005,26,1,2,0,0,0,0,0.743592358,4
,1996,15,0,1,1,16.05121496,13,0,3,0,1,0,0,1.892745845,4
,1997,15,0,0,2,9.727832562,19,1,4,0,0,0,0,1.586464189,4
,1998,18,1,1,2,5.969013223,0,0,3,0,0,1,0,3.512322895,0
,1999,18,1,0,2,12.76185452,9,1,3,0,0,1,0,2.629211521,2
,2000,17,0,2,1,5.763042716,16,1,2,1,1,0,0,1.8366428,4
,2001,16,1,2,0,4.720158606,16,1,3,1,0,1,0,1.83435914,4
,2002,17,1,0,3,14.61029308,16,1,3,0,0,0,1,1.766055977,4
,2003,15,0,3,1,0.806504794,3,0,3,1,0,1,1,3.201710217,1
,2004,15,0,3,3,1.895369421,16,1,2,0,0,0,0,1.263890772,4
,2005,15,1,2,4,0.13576348,17,0,2,0,1,1,1,1.427724376,4
,2006,15,0,2,1,3.05886373,19,0,2,0,0,1,1,1.070707952,4
,2007,18,1,0,1,1.379800174,22,0,2,0,0,0,1,0.832717506,4
,2008,15,1,1,2,19.91604736,1,0,2,0,0,0,0,3.130222795,1
,2009,18,1,0,4,5.776199399,7,0,3,1,0,0,0,2.537098951,2
,2010,18,1,0,3,2.985360253,12,0,2,1,0,0,0,1.671076182,4
,2011,15,1,3,2,4.81992516,22,0,1,0,1,1,0,0.81655066,4
,2012,15,1,0,2,18.72251143,24,0,3,0,1,0,0,1.131402736,4
,2013,16,0,2,1,10.40320446,29,0,3,0,0,0,0,0.333154228,4
,2014,17,0,2,4,7.296361926,21,1,2,0,0,0,0,1.48906302,4
,2015,15,1,2,4,17.46782916,19,1,1,0,1,0,0,1.683330032,4
,2016,16,1,3,1,7.899805411,21,1,4,1,0,0,0,1.921942134,4
,2017,16,1,0,1,6.700171399,14,0,3,0,0,0,0,1.940006922,4
,2018,17,0,0,1,4.145650451,19,0,1,1,0,0,0,1.065848673,4
,2019,18,1,0,1,7.555936478,22,1,0,0,0,0,0,0.968986131,4
,2020,15,0,0,3,6.33368712,8,1,2,1,0,0,0,2.68614499,2
,2021,17,1,0,1,13.54607919,2,1,3,1,1,0,0,3.520612392,0
,2022,15,1,0,0,5.791654093,2,0,1,1,0,0,0,2.815973296,2
,2023,16,0,2,1,11.54399493,1,0,2,1,1,0,0,3.487510668,1
,2024,16,0,1,4,1.317843301,0,1,2,0,0,1,0,3.592128978,0
,2025,18,1,0,2,3.825783134,13,0,3,0,0,0,0,1.578441665,4
,2026,16,1,1,2,8.148105432,16,0,2,1,0,1,0,1.886008174,4
,2027,16,1,0,1,18.73898508,12,1,2,0,1,0,0,2.366010872,3
,2028,17,0,0,4,7.545039714,18,1,4,1,0,1,0,2.434934379,3
,2029,15,0,2,3,13.28148242,29,0,1,0,0,0,0,0.393186471,4
